Train Episode: 1	Loss: 3.702384	Accuracy: 0.080	MetaParam_1: 0.001000	MetaParam_2: 0.000000	MetaParam_3: 0.000000	MetaParam_4: 0.000000	MetaParam_5: 0.000000	MetaParam_6: 0.000000	MetaParam_7: 0.000000	MetaParam_8: 0.000000	MetaParam_9: 0.000000	MetaParam_10: 0.000000
Train Episode: 2	Loss: 3.818636	Accuracy: 0.000	MetaParam_1: 0.001010	MetaParam_2: 0.000010	MetaParam_3: -0.000010	MetaParam_4: -0.000010	MetaParam_5: 0.000010	MetaParam_6: 0.000010	MetaParam_7: 0.000000	MetaParam_8: -0.000010	MetaParam_9: 0.000010	MetaParam_10: 0.000010
Train Episode: 3	Loss: 3.678583	Accuracy: 0.260	MetaParam_1: 0.001020	MetaParam_2: 0.000020	MetaParam_3: -0.000020	MetaParam_4: -0.000017	MetaParam_5: 0.000020	MetaParam_6: 0.000019	MetaParam_7: 0.000000	MetaParam_8: -0.000004	MetaParam_9: 0.000020	MetaParam_10: 0.000019
Train Episode: 4	Loss: 3.833289	Accuracy: 0.020	MetaParam_1: 0.001030	MetaParam_2: 0.000030	MetaParam_3: -0.000029	MetaParam_4: -0.000025	MetaParam_5: 0.000030	MetaParam_6: 0.000028	MetaParam_7: 0.000000	MetaParam_8: -0.000002	MetaParam_9: 0.000019	MetaParam_10: 0.000027
Train Episode: 5	Loss: 3.782597	Accuracy: 0.000	MetaParam_1: 0.001040	MetaParam_2: 0.000037	MetaParam_3: -0.000038	MetaParam_4: -0.000030	MetaParam_5: 0.000037	MetaParam_6: 0.000027	MetaParam_7: 0.000000	MetaParam_8: 0.000003	MetaParam_9: 0.000016	MetaParam_10: 0.000034
Train Episode: 6	Loss: 3.530394	Accuracy: 0.160	MetaParam_1: 0.001049	MetaParam_2: 0.000044	MetaParam_3: -0.000045	MetaParam_4: -0.000037	MetaParam_5: 0.000045	MetaParam_6: 0.000029	MetaParam_7: 0.000000	MetaParam_8: 0.000005	MetaParam_9: 0.000010	MetaParam_10: 0.000041
Train Episode: 7	Loss: 3.726499	Accuracy: 0.120	MetaParam_1: 0.001059	MetaParam_2: 0.000052	MetaParam_3: -0.000054	MetaParam_4: -0.000044	MetaParam_5: 0.000053	MetaParam_6: 0.000033	MetaParam_7: 0.000000	MetaParam_8: 0.000008	MetaParam_9: 0.000002	MetaParam_10: 0.000049
Train Episode: 8	Loss: 3.560148	Accuracy: 0.200	MetaParam_1: 0.001068	MetaParam_2: 0.000060	MetaParam_3: -0.000062	MetaParam_4: -0.000052	MetaParam_5: 0.000061	MetaParam_6: 0.000040	MetaParam_7: 0.000000	MetaParam_8: 0.000009	MetaParam_9: -0.000003	MetaParam_10: 0.000057
Train Episode: 9	Loss: 4.187394	Accuracy: 0.120	MetaParam_1: 0.001078	MetaParam_2: 0.000067	MetaParam_3: -0.000070	MetaParam_4: -0.000061	MetaParam_5: 0.000068	MetaParam_6: 0.000047	MetaParam_7: 0.000000	MetaParam_8: 0.000004	MetaParam_9: -0.000008	MetaParam_10: 0.000066
Train Episode: 10	Loss: 3.561271	Accuracy: 0.000	MetaParam_1: 0.001088	MetaParam_2: 0.000069	MetaParam_3: -0.000079	MetaParam_4: -0.000063	MetaParam_5: 0.000072	MetaParam_6: 0.000049	MetaParam_7: 0.000000	MetaParam_8: 0.000003	MetaParam_9: -0.000011	MetaParam_10: 0.000069
Train Episode: 11	Loss: 3.616526	Accuracy: 0.000	MetaParam_1: 0.001097	MetaParam_2: 0.000073	MetaParam_3: -0.000087	MetaParam_4: -0.000066	MetaParam_5: 0.000077	MetaParam_6: 0.000053	MetaParam_7: 0.000000	MetaParam_8: -0.000001	MetaParam_9: -0.000016	MetaParam_10: 0.000074
Train Episode: 12	Loss: 3.306056	Accuracy: 0.200	MetaParam_1: 0.001106	MetaParam_2: 0.000078	MetaParam_3: -0.000094	MetaParam_4: -0.000071	MetaParam_5: 0.000082	MetaParam_6: 0.000058	MetaParam_7: 0.000000	MetaParam_8: -0.000005	MetaParam_9: -0.000022	MetaParam_10: 0.000080
Train Episode: 13	Loss: 3.346128	Accuracy: 0.000	MetaParam_1: 0.001115	MetaParam_2: 0.000085	MetaParam_3: -0.000103	MetaParam_4: -0.000077	MetaParam_5: 0.000089	MetaParam_6: 0.000065	MetaParam_7: 0.000000	MetaParam_8: -0.000010	MetaParam_9: -0.000028	MetaParam_10: 0.000087
Train Episode: 14	Loss: 3.446144	Accuracy: 0.000	MetaParam_1: 0.001124	MetaParam_2: 0.000092	MetaParam_3: -0.000111	MetaParam_4: -0.000084	MetaParam_5: 0.000097	MetaParam_6: 0.000072	MetaParam_7: 0.000000	MetaParam_8: -0.000016	MetaParam_9: -0.000034	MetaParam_10: 0.000095
Train Episode: 15	Loss: 2.532549	Accuracy: 0.300	MetaParam_1: 0.001134	MetaParam_2: 0.000099	MetaParam_3: -0.000119	MetaParam_4: -0.000092	MetaParam_5: 0.000105	MetaParam_6: 0.000080	MetaParam_7: 0.000000	MetaParam_8: -0.000022	MetaParam_9: -0.000040	MetaParam_10: 0.000103
Train Episode: 16	Loss: 1.724862	Accuracy: 0.600	MetaParam_1: 0.001143	MetaParam_2: 0.000106	MetaParam_3: -0.000128	MetaParam_4: -0.000099	MetaParam_5: 0.000111	MetaParam_6: 0.000088	MetaParam_7: 0.000000	MetaParam_8: -0.000027	MetaParam_9: -0.000046	MetaParam_10: 0.000112
Train Episode: 17	Loss: 1.915569	Accuracy: 0.400	MetaParam_1: 0.001153	MetaParam_2: 0.000113	MetaParam_3: -0.000135	MetaParam_4: -0.000106	MetaParam_5: 0.000118	MetaParam_6: 0.000095	MetaParam_7: 0.000000	MetaParam_8: -0.000033	MetaParam_9: -0.000053	MetaParam_10: 0.000119
Train Episode: 18	Loss: 2.831376	Accuracy: 0.200	MetaParam_1: 0.001162	MetaParam_2: 0.000120	MetaParam_3: -0.000143	MetaParam_4: -0.000112	MetaParam_5: 0.000123	MetaParam_6: 0.000102	MetaParam_7: 0.000000	MetaParam_8: -0.000040	MetaParam_9: -0.000061	MetaParam_10: 0.000125
Train Episode: 19	Loss: 2.887070	Accuracy: 0.200	MetaParam_1: 0.001171	MetaParam_2: 0.000128	MetaParam_3: -0.000149	MetaParam_4: -0.000120	MetaParam_5: 0.000130	MetaParam_6: 0.000110	MetaParam_7: 0.000000	MetaParam_8: -0.000048	MetaParam_9: -0.000069	MetaParam_10: 0.000133
Train Episode: 20	Loss: 2.714045	Accuracy: 0.200	MetaParam_1: 0.001181	MetaParam_2: 0.000136	MetaParam_3: -0.000156	MetaParam_4: -0.000127	MetaParam_5: 0.000137	MetaParam_6: 0.000118	MetaParam_7: 0.000000	MetaParam_8: -0.000056	MetaParam_9: -0.000078	MetaParam_10: 0.000141
Train Episode: 21	Loss: 2.092633	Accuracy: 0.200	MetaParam_1: 0.001192	MetaParam_2: 0.000144	MetaParam_3: -0.000164	MetaParam_4: -0.000134	MetaParam_5: 0.000144	MetaParam_6: 0.000127	MetaParam_7: 0.000000	MetaParam_8: -0.000062	MetaParam_9: -0.000086	MetaParam_10: 0.000149
Train Episode: 22	Loss: 2.500519	Accuracy: 0.200	MetaParam_1: 0.001202	MetaParam_2: 0.000152	MetaParam_3: -0.000172	MetaParam_4: -0.000137	MetaParam_5: 0.000145	MetaParam_6: 0.000128	MetaParam_7: 0.000000	MetaParam_8: -0.000061	MetaParam_9: -0.000095	MetaParam_10: 0.000156
Train Episode: 23	Loss: 2.517965	Accuracy: 0.200	MetaParam_1: 0.001212	MetaParam_2: 0.000159	MetaParam_3: -0.000181	MetaParam_4: -0.000140	MetaParam_5: 0.000146	MetaParam_6: 0.000128	MetaParam_7: 0.000000	MetaParam_8: -0.000059	MetaParam_9: -0.000104	MetaParam_10: 0.000164
Train Episode: 24	Loss: 2.388584	Accuracy: 0.200	MetaParam_1: 0.001222	MetaParam_2: 0.000167	MetaParam_3: -0.000189	MetaParam_4: -0.000143	MetaParam_5: 0.000148	MetaParam_6: 0.000130	MetaParam_7: 0.000000	MetaParam_8: -0.000058	MetaParam_9: -0.000113	MetaParam_10: 0.000171
Train Episode: 25	Loss: 2.206380	Accuracy: 0.200	MetaParam_1: 0.001233	MetaParam_2: 0.000174	MetaParam_3: -0.000198	MetaParam_4: -0.000146	MetaParam_5: 0.000150	MetaParam_6: 0.000132	MetaParam_7: 0.000000	MetaParam_8: -0.000057	MetaParam_9: -0.000122	MetaParam_10: 0.000177
Train Episode: 26	Loss: 2.042394	Accuracy: 0.200	MetaParam_1: 0.001244	MetaParam_2: 0.000182	MetaParam_3: -0.000206	MetaParam_4: -0.000150	MetaParam_5: 0.000153	MetaParam_6: 0.000134	MetaParam_7: 0.000000	MetaParam_8: -0.000058	MetaParam_9: -0.000131	MetaParam_10: 0.000185
Train Episode: 27	Loss: 1.983101	Accuracy: 0.200	MetaParam_1: 0.001253	MetaParam_2: 0.000189	MetaParam_3: -0.000214	MetaParam_4: -0.000154	MetaParam_5: 0.000155	MetaParam_6: 0.000136	MetaParam_7: 0.000000	MetaParam_8: -0.000059	MetaParam_9: -0.000140	MetaParam_10: 0.000191
Train Episode: 28	Loss: 2.624268	Accuracy: 0.240	MetaParam_1: 0.001263	MetaParam_2: 0.000196	MetaParam_3: -0.000222	MetaParam_4: -0.000158	MetaParam_5: 0.000157	MetaParam_6: 0.000139	MetaParam_7: 0.000000	MetaParam_8: -0.000060	MetaParam_9: -0.000149	MetaParam_10: 0.000197
Train Episode: 29	Loss: 2.109123	Accuracy: 0.200	MetaParam_1: 0.001273	MetaParam_2: 0.000203	MetaParam_3: -0.000230	MetaParam_4: -0.000161	MetaParam_5: 0.000160	MetaParam_6: 0.000141	MetaParam_7: 0.000000	MetaParam_8: -0.000061	MetaParam_9: -0.000158	MetaParam_10: 0.000202
Train Episode: 30	Loss: 2.334816	Accuracy: 0.200	MetaParam_1: 0.001282	MetaParam_2: 0.000209	MetaParam_3: -0.000237	MetaParam_4: -0.000165	MetaParam_5: 0.000162	MetaParam_6: 0.000143	MetaParam_7: 0.000000	MetaParam_8: -0.000063	MetaParam_9: -0.000165	MetaParam_10: 0.000207
