Train Episode: 1	Loss: 1052510453760.000000	Accuracy: 0.150	 Current training data per class: 20
Train Episode: 2	Loss: 24339541917696.000000	Accuracy: 0.180	 Current training data per class: 20
Train Episode: 3	Loss: 909504479232.000000	Accuracy: 0.180	 Current training data per class: 20
Train Episode: 4	Loss: 1102956593152.000000	Accuracy: 0.140	 Current training data per class: 20
Train Episode: 5	Loss: 382442242310144.000000	Accuracy: 0.240	 Current training data per class: 20
Train Episode: 6	Loss: 290310227755008.000000	Accuracy: 0.240	 Current training data per class: 20
Train Episode: 7	Loss: 18677961326592.000000	Accuracy: 0.180	 Current training data per class: 20
Train Episode: 8	Loss: 794560757760.000000	Accuracy: 0.330	 Current training data per class: 20
Train Episode: 9	Loss: 4831400951808.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 10	Loss: 90736133406720.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 11	Loss: 1192819121192960.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 12	Loss: 2947427.000000	Accuracy: 0.280	 Current training data per class: 20
Train Episode: 13	Loss: 988221276160.000000	Accuracy: 0.280	 Current training data per class: 20
Train Episode: 14	Loss: 12416993722368.000000	Accuracy: 0.240	 Current training data per class: 20
Train Episode: 15	Loss: 25950077059072.000000	Accuracy: 0.160	 Current training data per class: 20
Train Episode: 16	Loss: 205818758692864.000000	Accuracy: 0.160	 Current training data per class: 20
Train Episode: 17	Loss: 1839613214720.000000	Accuracy: 0.210	 Current training data per class: 20
Train Episode: 18	Loss: 4426922496.000000	Accuracy: 0.210	 Current training data per class: 20
Train Episode: 19	Loss: 12929668.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 20	Loss: 30546367902384128.000000	Accuracy: 0.140	 Current training data per class: 20
